area, name, level, item type, weapon type, armor position, stats, weapon flags, extra flags, affects, found at
Arachnos, "a thread of binding silk", 0, item_part, none, none, none, none, none, , inventory of the drone spider
Arachnos, "a thread of binding silk", 0, item_part, none, none, none, none, none, , inventory of the ethereal spider
Arachnos, "a thread of binding silk", 0, item_part, none, none, none, none, none, , inventory of the ethereal spider
Arachnos, "a thread of binding silk", 0, item_part, none, none, none, none, none, , inventory of the Bird Spider
Arachnos, "a black knight's visor", 17, armor, none, head, 6/6/6/2, none, invis magic, strength 1 constitution 2 , inventory of Yevaud
Arachnos, "a blue potion", 10, potion, none, none, none, none, magic, , inventory of the Donjonkeeper
Sea of Serenity, "calamari", 0, food, none, none, none, none, none, , inventory of a giant squid
Sea of Serenity, "a squid tentacle", 40, armor, none, legs, 10/12/11/1, none, none, strength 1 , equipped by a giant squid
Sea of Serenity, "a sound wave", 42, weapon, dagger, none, 4d10 (average 22), none, hum magic, saves 3 hit roll 3 damage roll 3 , equipped by the siren
Sea of Serenity, "a siren song", 16, staff, none, hold, none, none, hum magic, , equipped by the siren
Sea of Serenity, "a turtle shell", 47, armor, none, torso, 12/10/11/2, none, none, saves -4 constitution 2 , equipped by a dragon turtle
Sea of Serenity, "greenish platemail", 30, armor, none, torso, 9/8/9/0, none, none, hp 10 , equipped by a lacedon
Sea of Serenity, "a greenish sword", 41, weapon, sword, none, 4d9 (average 20), none, none, damage roll 2 , equipped by a lacedon
Sea of Serenity, "greenish platemail", 30, armor, none, torso, 9/8/9/0, none, none, hp 10 , equipped by a lacedon
Sea of Serenity, "a greenish sword", 41, weapon, sword, none, 4d9 (average 20), none, none, damage roll 2 , equipped by a lacedon
Sea of Serenity, "greenish platemail", 30, armor, none, torso, 9/8/9/0, none, none, hp 10 , equipped by a lacedon
Sea of Serenity, "a greenish sword", 41, weapon, sword, none, 4d9 (average 20), none, none, damage roll 2 , equipped by a lacedon
Sea of Serenity, "greenish platemail", 30, armor, none, torso, 9/8/9/0, none, none, hp 10 , equipped by a lacedon
Sea of Serenity, "a greenish sword", 41, weapon, sword, none, 4d9 (average 20), none, none, damage roll 2 , equipped by a lacedon
Sea of Serenity, "greenish platemail", 30, armor, none, torso, 9/8/9/0, none, none, hp 10 , equipped by a lacedon
Sea of Serenity, "a greenish sword", 41, weapon, sword, none, 4d9 (average 20), none, none, damage roll 2 , equipped by a lacedon
Sea of Serenity, "greenish platemail", 30, armor, none, torso, 9/8/9/0, none, none, hp 10 , equipped by a lacedon
Sea of Serenity, "a greenish sword", 41, weapon, sword, none, 4d9 (average 20), none, none, damage roll 2 , equipped by a lacedon
Sea of Serenity, "greenish platemail", 30, armor, none, torso, 9/8/9/0, none, none, hp 10 , equipped by a lacedon
Sea of Serenity, "a greenish sword", 41, weapon, sword, none, 4d9 (average 20), none, none, damage roll 2 , equipped by a lacedon
Sea of Serenity, "a sea urchin mace", 40, weapon, mace, none, 3d10 (average 16), none, none, damage roll 2 wisdom 1 , equipped by a koalinth
Sea of Serenity, "clamshell scale mail", 37, armor, none, torso, 10/8/11/0, none, none, saves -3 , equipped by a koalinth
Sea of Serenity, "a shark tooth belt", 27, armor, none, waist, 7/9/9/0, none, none, damage roll 2 , equipped by a koalinth
Sea of Serenity, "a lobster shell shield", 31, armor, none, shield, 9/10/9/0, none, none, hit roll 1 damage roll 2 , equipped by a koalinth
Sea of Serenity, "a crustacean helmet", 45, armor, none, head, 7/7/8/1, none, none, saves -4 hit roll 2 , equipped by a koalinth
Sea of Serenity, "a starfish dagger", 43, weapon, dagger, none, 3d14 (average 22), none, none, saves 2 damage roll 2 dexterity 1 , equipped by a koalinth
Sea of Serenity, "a mantle of seaweed", 45, armor, none, body, 9/8/9/2, none, magic, saves -4 mana 30 intelligence 1 , equipped by a koalinth
Sea of Serenity, "clamshell scale mail", 37, armor, none, torso, 10/8/11/0, none, none, saves -3 , equipped by a koalinth
Sea of Serenity, "a shark tooth belt", 27, armor, none, waist, 7/9/9/0, none, none, damage roll 2 , equipped by a koalinth
Sea of Serenity, "a lobster shell shield", 31, armor, none, shield, 9/10/9/0, none, none, hit roll 1 damage roll 2 , equipped by a koalinth
Sea of Serenity, "a short sword of speed", 39, weapon, exotic, none, 6d6 (average 21), none, none, moves 25 wisdom -1 dexterity 2 , equipped by a koalinth
Sea of Serenity, "clamshell scale mail", 37, armor, none, torso, 10/8/11/0, none, none, saves -3 , equipped by a koalinth
Sea of Serenity, "a shark tooth belt", 27, armor, none, waist, 7/9/9/0, none, none, damage roll 2 , equipped by a koalinth
Sea of Serenity, "a lobster shell shield", 31, armor, none, shield, 9/10/9/0, none, none, hit roll 1 damage roll 2 , equipped by a koalinth
Sea of Serenity, "a short sword of speed", 39, weapon, exotic, none, 6d6 (average 21), none, none, moves 25 wisdom -1 dexterity 2 , equipped by a koalinth
Sea of Serenity, "clamshell scale mail", 37, armor, none, torso, 10/8/11/0, none, none, saves -3 , equipped by a koalinth
Sea of Serenity, "a shark tooth belt", 27, armor, none, waist, 7/9/9/0, none, none, damage roll 2 , equipped by a koalinth
Sea of Serenity, "a barnacle encrusted sword", 40, weapon, sword, none, 3d13 (average 21), none, none, constitution 1 hit roll 2 strength -1 , equipped by a koalinth
Sea of Serenity, "clamshell scale mail", 37, armor, none, torso, 10/8/11/0, none, none, saves -3 , equipped by a koalinth
Sea of Serenity, "a shark tooth belt", 27, armor, none, waist, 7/9/9/0, none, none, damage roll 2 , equipped by a koalinth
Sea of Serenity, "a lobster shell shield", 31, armor, none, shield, 9/10/9/0, none, none, hit roll 1 damage roll 2 , equipped by a koalinth
Sea of Serenity, "a barnacle encrusted sword", 40, weapon, sword, none, 3d13 (average 21), none, none, constitution 1 hit roll 2 strength -1 , equipped by a koalinth
Sea of Serenity, "clamshell scale mail", 37, armor, none, torso, 10/8/11/0, none, none, saves -3 , equipped by a koalinth
Sea of Serenity, "a shark tooth belt", 27, armor, none, waist, 7/9/9/0, none, none, damage roll 2 , equipped by a koalinth
Sea of Serenity, "a crustacean helmet", 45, armor, none, head, 7/7/8/1, none, none, saves -4 hit roll 2 , equipped by a koalinth
Sea of Serenity, "a barnacle encrusted sword", 40, weapon, sword, none, 3d13 (average 21), none, none, constitution 1 hit roll 2 strength -1 , equipped by a koalinth
Sea of Serenity, "clamshell scale mail", 37, armor, none, torso, 10/8/11/0, none, none, saves -3 , equipped by a koalinth
Sea of Serenity, "a shark tooth belt", 27, armor, none, waist, 7/9/9/0, none, none, damage roll 2 , equipped by a koalinth
Sea of Serenity, "a lobster shell shield", 31, armor, none, shield, 9/10/9/0, none, none, hit roll 1 damage roll 2 , equipped by a koalinth
Sea of Serenity, "a barnacle encrusted sword", 40, weapon, sword, none, 3d13 (average 21), none, none, constitution 1 hit roll 2 strength -1 , equipped by a koalinth
Sea of Serenity, "clamshell scale mail", 37, armor, none, torso, 10/8/11/0, none, none, saves -3 , equipped by a koalinth
Sea of Serenity, "a shark tooth belt", 27, armor, none, waist, 7/9/9/0, none, none, damage roll 2 , equipped by a koalinth
Sea of Serenity, "a crustacean helmet", 45, armor, none, head, 7/7/8/1, none, none, saves -4 hit roll 2 , equipped by a koalinth
Sea of Serenity, "a swordfish nose", 34, weapon, staff, none, 5d6 (average 17), none, none, , equipped by a scrag
Sea of Serenity, "an old helmet", 30, armor, none, head, 10/9/9/0, none, none, , equipped by a scrag
Sea of Serenity, "old chainmail", 25, armor, none, torso, 8/8/8/0, none, none, , equipped by a scrag
Sea of Serenity, "a swordfish nose", 34, weapon, staff, none, 5d6 (average 17), none, none, , equipped by a scrag
Sea of Serenity, "an old helmet", 30, armor, none, head, 10/9/9/0, none, none, , equipped by a scrag
Sea of Serenity, "old chainmail", 25, armor, none, torso, 8/8/8/0, none, none, , equipped by a scrag
Sea of Serenity, "the sabre of the undead", 45, weapon, sword, none, 5d6 (average 17), none, evil magic nodrop noremove, damage roll 7 hit roll 7 hp -150 constitution -3 dexterity -5 , equipped by the undead captain
Sea of Serenity, "the belt of nevermore", 40, armor, none, waist, 12/11/10/3, none, evil magic nodrop noremove, damage roll 3 hit roll 3 hp -100 constitution -3 strength -3 , equipped by the undead captain
Sea of Serenity, "greenish platemail", 30, armor, none, torso, 9/8/9/0, none, none, hp 10 , equipped by the undead captain
Sea of Serenity, "something", 0, container, none, none, none, none, none, , in room An underwater Cavern
Sea of Serenity, "a piece of paper", 0, container, none, none, none, none, none, , in container something
Sea of Serenity, "a pair of scissors", 0, key, none, none, none, none, none, , in container a piece of paper
Sea of Serenity, "a chest", 0, container, none, none, none, none, none, , in room Passenger Cabin
Sea of Serenity, "the loot", 0, money, none, none, none, none, none, , in container a chest
Sea of Serenity, "a skeleton key", 0, key, none, none, none, none, none, , in container a chest
Sea of Serenity, "a rope", 0, container, none, none, none, none, none, , in room On the Deck
Sea of Serenity, "an old key", 0, key, none, none, none, none, none, , in container a rope
Sea of Serenity, "a ring of wizardry", 37, armor, none, finger, 10/10/10/4, none, glow magic, mana 30 , equipped by a morkoth
Sea of Serenity, "a jeweled scabbard", 0, container, none, waist, none, none, none, , inventory of guardian of the blade
Sea of Serenity, "the Sword of Greyskull", 47, weapon, sword, none, 6d6 (average 21), none, glow hum magic bless anti-evil, damage roll 4 hit roll 4 hp 25 strength 3 , in container a jeweled scabbard
Sea of Serenity, "a guisarme", 46, weapon, polearm, none, 4d10 (average 22), two-handed, none, damage roll 3 hit roll 3 , equipped by guardian of the blade
Dwarven Kingdom, "a hammer", 19, weapon, mace, none, 4d4 (average 10), stun, none, , equipped by the dwarven guard
Dwarven Kingdom, "dwarven plate mail", 20, armor, none, torso, 7/7/7/0, none, none, , equipped by the dwarven guard
Dwarven Kingdom, "a deep green key", 0, key, none, none, none, none, none, , inventory of the dwarven guard
Dwarven Kingdom, "a hammer", 19, weapon, mace, none, 4d4 (average 10), stun, none, , equipped by the dwarven guard
Dwarven Kingdom, "dwarven plate mail", 20, armor, none, torso, 7/7/7/0, none, none, , equipped by the dwarven guard
Dwarven Kingdom, "a hammer", 19, weapon, mace, none, 4d4 (average 10), stun, none, , equipped by the dwarven guard
Dwarven Kingdom, "dwarven plate mail", 20, armor, none, torso, 7/7/7/0, none, none, , equipped by the dwarven guard
Dwarven Kingdom, "a deep green key", 0, key, none, none, none, none, none, , inventory of the dwarven guard
Dwarven Kingdom, "a hammer", 19, weapon, mace, none, 4d4 (average 10), stun, none, , equipped by the dwarven guard
Dwarven Kingdom, "dwarven plate mail", 20, armor, none, torso, 7/7/7/0, none, none, , equipped by the dwarven guard
Dwarven Kingdom, "long, black stick", 11, staff, none, hold, none, none, none, , in room Hospital
Dwarven Kingdom, "long, black stick", 0, light, none, hold, none, none, none, , in room Inside the entrance
Dwarven Kingdom, "long, black stick", 0, light, none, hold, none, none, none, , in room Entrance to Mountain
Dwarven Kingdom, "long, black stick", 0, light, none, hold, none, none, none, , in room Top of mountain
Dwarven Kingdom, "long, black stick", 0, light, none, hold, none, none, none, , in room Dark path
Dwarven Kingdom, "a deep green key", 0, key, none, none, none, none, none, , inventory of the wraith
Dwarven Kingdom, "a hammer", 19, weapon, mace, none, 4d4 (average 10), stun, none, , inventory of the storekeeper
Dwarven Kingdom, "dwarven plate mail", 20, armor, none, torso, 7/7/7/0, none, none, , inventory of the storekeeper
Dwarven Kingdom, "a dwarven helmet", 20, armor, none, head, 7/7/7/0, none, none, , inventory of the storekeeper
Dwarven Kingdom, "a dwarven golden ring", 7, gem, none, finger, none, none, magic, damage roll 1 hit roll 1 , inventory of the storekeeper
Dwarven Kingdom, "dwarven gloves", 13, armor, none, hands, 5/5/5/0, none, none, dexterity 1 strength 1 , inventory of the storekeeper
Dwarven Kingdom, "a hammer", 19, weapon, mace, none, 4d4 (average 10), stun, none, , equipped by the storekeeper
Dwarven Kingdom, "a barrel of beer", 0, drink, none, none, none, none, none, , inventory of the baker
Dwarven Kingdom, "a bottle of firebreather", 0, drink, none, none, none, none, none, , inventory of the baker
Dwarven Kingdom, "a big pot pie", 0, food, none, none, none, none, none, , inventory of the baker
Dwarven Kingdom, "a hooded brass lantern", 0, light, none, none, none, none, none, , inventory of the baker
Dwarven Kingdom, "a hammer", 19, weapon, mace, none, 4d4 (average 10), stun, none, , equipped by the baker
Dwarven Kingdom, "a two-handed dwarven axe", 17, weapon, axe, none, 2d7 (average 8), two-handed, none, strength 2 hit roll 2 , equipped by the dwarven guard
Dwarven Kingdom, "a dwarven helmet", 20, armor, none, head, 7/7/7/0, none, none, , equipped by the dwarven guard
Dwarven Kingdom, "a dwarven golden ring", 7, gem, none, finger, none, none, magic, damage roll 1 hit roll 1 , equipped by the dwarven guard
Dwarven Kingdom, "dwarven gloves", 13, armor, none, hands, 5/5/5/0, none, none, dexterity 1 strength 1 , equipped by the dwarven guard
Dwarven Kingdom, "a two-handed dwarven axe", 17, weapon, axe, none, 2d7 (average 8), two-handed, none, strength 2 hit roll 2 , equipped by the dwarven guard
Dwarven Kingdom, "dwarven plate mail", 20, armor, none, torso, 7/7/7/0, none, none, , equipped by the dwarven guard
Dwarven Kingdom, "dwarven club", 10, weapon, mace, none, 2d6 (average 7), none, none, , equipped by the dwarven miner
Dwarven Kingdom, "dwarven club", 10, weapon, mace, none, 2d6 (average 7), none, none, , equipped by the dwarven miner
Dwarven Kingdom, "dwarven club", 10, weapon, mace, none, 2d6 (average 7), none, none, , equipped by the dwarven miner
Dwarven Kingdom, "dwarven gloves", 13, armor, none, hands, 5/5/5/0, none, none, dexterity 1 strength 1 , equipped by the dwarven mine leader
Dwarven Kingdom, "a hammer", 19, weapon, mace, none, 4d4 (average 10), stun, none, , equipped by the dwarven mine leader
Dwarven Kingdom, "a two-handed dwarven axe", 17, weapon, axe, none, 2d7 (average 8), two-handed, none, strength 2 hit roll 2 , equipped by the barracks guard
Dwarven Kingdom, "a two-handed dwarven axe", 17, weapon, axe, none, 2d7 (average 8), two-handed, none, strength 2 hit roll 2 , equipped by the barracks guard
Dwarven Kingdom, "dwarven club", 10, weapon, mace, none, 2d6 (average 7), none, none, , equipped by the dwarf
Dwarven Kingdom, "a castle key", 0, key, none, none, none, none, none, , equipped by the dwarf
Dwarven Kingdom, "a map of Castle Strangelove", 0, map, none, none, none, none, none, , inventory of the dwarf
Dwarven Kingdom, "long, black stick", 11, staff, none, hold, none, none, none, , equipped by the dwarven doctor
Dwarven Kingdom, "a box of birth control pills", 0, pill, none, none, none, none, none, , inventory of the dwarven doctor
Dwarven Kingdom, "a box of birth control pills", 0, pill, none, none, none, none, none, , inventory of the mazekeeper
Dwarven Kingdom, "a mine key", 0, key, none, none, none, none, none, , in room Bedroom
Dwarven Kingdom, "a mining pick", 3, weapon, mace, none, 2d3 (average 4), none, bless, , in room Mining equipment room
Dwarven Kingdom, "a hammer", 19, weapon, mace, none, 4d4 (average 10), stun, none, , equipped by the dwarven guard
Dwarven Kingdom, "a hammer", 19, weapon, mace, none, 4d4 (average 10), stun, none, , equipped by the dwarven guard
Day Care, "a club", 3, weapon, mace, none, 1d7 (average 4), none, none, hit roll -1 , equipped by the armed guard
Day Care, "a toy axe", 0, weapon, axe, none, 1d5 (average 3), none, none, , equipped by the dwarven youth
Day Care, "an amber potion", 0, potion, none, none, none, none, none, , inventory of the nanny
Day Care, "a juicy steak", 0, food, none, none, none, none, none, , inventory of the nanny
Day Care, "a linen robe", 7, armor, none, body, 1/2/1/1, none, magic, mana 5 wisdom 1 , equipped by the nanny
Day Care, "a toy axe", 0, weapon, axe, none, 1d5 (average 3), none, none, , equipped by the dwarven youth
Day Care, "a toy axe", 0, weapon, axe, none, 1d5 (average 3), none, none, , equipped by the dwarven youth
Day Care, "an amber potion", 0, potion, none, none, none, none, none, , inventory of the nanny
Day Care, "a broom", 4, weapon, staff, none, 2d3 (average 4), two-handed, none, hit roll -1 armor class -1 , equipped by the nanny
Day Care, "a toy axe", 0, weapon, axe, none, 1d5 (average 3), none, none, , equipped by the dwarven youth
Day Care, "a rotten steak", 0, food, none, none, none, none, none, , inventory of a raggedy anne doll
Day Care, "a pink ice ring", 3, treasure, none, finger, none, none, magic, hp 4 strength 1 , equipped by an old doll
Day Care, "a toy axe", 0, weapon, axe, none, 1d5 (average 3), none, none, , equipped by the dwarven youth
Day Care, "a toy gun", 4, weapon, staff, none, 2d3 (average 4), two-handed, none, armor class -1 , equipped by a toy soldier
Day Care, "a toy axe", 0, weapon, axe, none, 1d5 (average 3), none, none, , equipped by the dwarven youth
Day Care, "a toy gun", 4, weapon, staff, none, 2d3 (average 4), two-handed, none, armor class -1 , equipped by a toy soldier
Day Care, "a toy gun", 4, weapon, staff, none, 2d3 (average 4), two-handed, none, armor class -1 , equipped by a toy soldier
Day Care, "a toy axe", 0, weapon, axe, none, 1d5 (average 3), none, none, , equipped by the dwarven youth
Day Care, "a toy gun", 4, weapon, staff, none, 2d3 (average 4), two-handed, none, armor class -1 , equipped by a toy soldier
Day Care, "a toy gun", 4, weapon, staff, none, 2d3 (average 4), two-handed, none, armor class -1 , equipped by a toy soldier
Day Care, "Dwarven fury", 49, weapon, axe, none, 2d20 (average 21), vampiric, no_locate, , in room The End?
Wooster, "a security jacket", 20, armor, none, torso, 4/5/6/2, none, none, hit roll 1 damage roll 1 armor class -1 , equipped by A Wooster security officer
Wooster, "a security jacket", 20, armor, none, torso, 4/5/6/2, none, none, hit roll 1 damage roll 1 armor class -1 , equipped by A Wooster security officer
Wooster, "a security jacket", 20, armor, none, torso, 4/5/6/2, none, none, hit roll 1 damage roll 1 armor class -1 , equipped by A Wooster security officer
Wooster, "a security jacket", 20, armor, none, torso, 4/5/6/2, none, none, hit roll 1 damage roll 1 armor class -1 , equipped by A Wooster security officer
Wooster, "a security jacket", 20, armor, none, torso, 4/5/6/2, none, none, hit roll 1 damage roll 1 armor class -1 , equipped by A Wooster security officer
Wooster, "a security jacket", 20, armor, none, torso, 4/5/6/2, none, none, hit roll 1 damage roll 1 armor class -1 , equipped by A Wooster security officer
Wooster, "The Wooster Claymore", 40, weapon, sword, none, 10d3 (average 20), flaming, glow hum bless anti-evil, hit roll 2 damage roll 3 , equipped by General Barnes
Wooster, "a cage key", 1, room_key, none, none, none, none, none, , inventory of Big Red
Wooster, "a mace named OWU", 39, weapon, mace, none, 6d5 (average 18), none, hum anti-good, damage roll 3 , equipped by a Battlin' Bishop
Wooster, "a gladius", 36, weapon, sword, none, 5d6 (average 17), none, none, , equipped by A Spartan
Wooster, "a flask of yellow liquid", 20, potion, none, none, none, none, none, , inventory of Leroy the Alchemist
Wooster, "a bottle of willow bark extract", 25, potion, none, hold, none, none, magic, , inventory of Leroy the Alchemist
Wooster, "a vial of red liquid", 20, potion, none, none, none, none, none, , inventory of Leroy the Alchemist
Wooster, "A beaker of blue liquid", 20, potion, none, none, none, none, none, , inventory of Leroy the Alchemist
Wooster, "a Wooster-plaid kilt", 33, armor, none, legs, 9/10/9/3, none, burn_proof, , equipped by A Wooster Guard
Wooster, "an iron-bound brick", 30, weapon, mace, none, 4d6 (average 14), stun, none, hit roll 2 intelligence -1 , equipped by A Wooster Guard
Wooster, "a Wooster-plaid kilt", 33, armor, none, legs, 9/10/9/3, none, burn_proof, , equipped by A Wooster Guard
Wooster, "an iron-bound brick", 30, weapon, mace, none, 4d6 (average 14), stun, none, hit roll 2 intelligence -1 , equipped by A Wooster Guard
Wooster, "a two-headed axe", 33, weapon, axe, none, 3d10 (average 16), none, hum magic, hit roll 2 , equipped by a Kenyon soldier
Wooster, "The Kenyon Blade", 44, weapon, sword, none, 6d6 (average 21), vampiric, glow anti-good, hit roll 3 damage roll 3 dexterity -1 intelligence -1 , equipped by The Lord of Kenyon
Wooster, "a two-headed axe", 33, weapon, axe, none, 3d10 (average 16), none, hum magic, hit roll 2 , equipped by a Kenyon soldier
Wooster, "a two-headed axe", 33, weapon, axe, none, 3d10 (average 16), none, hum magic, hit roll 2 , equipped by a Kenyon soldier
Wooster, "a two-headed axe", 33, weapon, axe, none, 3d10 (average 16), none, hum magic, hit roll 2 , equipped by a Kenyon soldier
Wooster, "a drum-major's mace", 35, weapon, mace, none, 4d8 (average 18), two-handed, none, , equipped by Clarky
Wooster, "a Wooster-plaid kilt", 33, armor, none, legs, 9/10/9/3, none, burn_proof, , equipped by Clarky
Wooster, "an elegant silver dagger", 38, weapon, dagger, none, 4d8 (average 18), none, none, hit roll 3 damage roll 3 , equipped by Betty Rea the traitor
Wooster, "a white bathrobe", 1, clothing, none, body, none, none, bless, , equipped by Dinki
Wooster, "a garden hoe", 22, weapon, polearm, none, 3d7 (average 12), two-handed, none, hit roll 1 damage roll 2 wisdom -1 , equipped by a farmhand
Wooster, "a Wooster-plaid kilt", 33, armor, none, legs, 9/10/9/3, none, burn_proof, , equipped by A Wooster Guard
Wooster, "an iron-bound brick", 30, weapon, mace, none, 4d6 (average 14), stun, none, hit roll 2 intelligence -1 , equipped by A Wooster Guard
Wooster, "a slice of roast beast", 0, food, none, none, none, none, none, , inventory of Helen
Wooster, "a bottle of fine wine", 0, drink, none, hold, none, none, none, , inventory of Helen
Wooster, "a glass of milk", 0, drink, none, none, none, none, none, , inventory of Helen
Wooster, "a whole turkey", 0, food, none, none, none, none, none, , inventory of Helen
Wooster, "a plate of cheese tortalini", 0, food, none, none, none, none, none, , inventory of Helen
Wooster, "a chicken tender sandwich", 0, food, none, none, none, none, none, , inventory of Pat
Wooster, "a plate of brocolini", 0, food, none, none, none, none, none, , inventory of Pat
Wooster, "Red Brick Ale", 0, drink, none, none, none, none, none, , inventory of Pat
Wooster, "an iron-bound brick", 30, weapon, mace, none, 4d6 (average 14), stun, none, hit roll 2 intelligence -1 , equipped by Sparky the veteran
Wooster, "a Wooster-plaid kilt", 33, armor, none, legs, 9/10/9/3, none, burn_proof, , equipped by Sparky the veteran
Wooster, "a knit wool stocking cap", 34, armor, none, head, 7/6/8/3, none, burn_proof, hp 10 hit roll 1 damage roll 2 , equipped by Sparky the veteran
Wooster, "a security jacket", 20, armor, none, torso, 4/5/6/2, none, none, hit roll 1 damage roll 1 armor class -1 , equipped by A Wooster security officer
Wooster, "a Wooster-plaid kilt", 33, armor, none, legs, 9/10/9/3, none, burn_proof, , equipped by A Wooster Guard
Wooster, "an iron-bound brick", 30, weapon, mace, none, 4d6 (average 14), stun, none, hit roll 2 intelligence -1 , equipped by A Wooster Guard
Wooster, "a security jacket", 20, armor, none, torso, 4/5/6/2, none, none, hit roll 1 damage roll 1 armor class -1 , equipped by A Wooster security officer
Wooster, "a Wooster-plaid kilt", 33, armor, none, legs, 9/10/9/3, none, burn_proof, , equipped by A Wooster Guard
Wooster, "an iron-bound brick", 30, weapon, mace, none, 4d6 (average 14), stun, none, hit roll 2 intelligence -1 , equipped by A Wooster Guard
Wooster, "the great axe Britannia", 42, weapon, axe, none, 6d6 (average 21), vorpal, hum bless anti-evil, hit roll 3 damage roll 4 , equipped by a Knight of Albion
Wooster, "an Albion breast plate", 42, armor, none, torso, 12/12/12/8, none, glow magic anti-evil, saves -2 , equipped by a Knight of Albion
Wooster, "an iron-bound brick", 30, weapon, mace, none, 4d6 (average 14), stun, none, hit roll 2 intelligence -1 , equipped by A Wooster Guard
Wooster, "a Wooster-plaid kilt", 33, armor, none, legs, 9/10/9/3, none, burn_proof, , equipped by A Wooster Guard
Wooster, "a security jacket", 20, armor, none, torso, 4/5/6/2, none, none, hit roll 1 damage roll 1 armor class -1 , equipped by A Wooster security officer
Wooster, "an iron-bound brick", 30, weapon, mace, none, 4d6 (average 14), stun, none, hit roll 2 intelligence -1 , equipped by A Wooster Guard
Wooster, "a Wooster-plaid kilt", 33, armor, none, legs, 9/10/9/3, none, burn_proof, , equipped by A Wooster Guard
Wooster, "an iron-bound brick", 30, weapon, mace, none, 4d6 (average 14), stun, none, hit roll 2 intelligence -1 , equipped by A Wooster Guard
Wooster, "a Wooster-plaid kilt", 33, armor, none, legs, 9/10/9/3, none, burn_proof, , equipped by A Wooster Guard
Wooster, "a garden hoe", 22, weapon, polearm, none, 3d7 (average 12), two-handed, none, hit roll 1 damage roll 2 wisdom -1 , equipped by a farmhand
Sewers, "the devil rod", 15, weapon, exotic, none, 3d4 (average 7), vampiric, magic, hit roll 2 strength 1 , equipped by the master mindflayer
Sewers, "a purple cloak", 15, armor, none, neck, 6/6/6/0, none, magic, saves -1 , equipped by the master mindflayer
Sewers, "a black key", 0, key, none, none, none, none, none, , inventory of the master mindflayer
Sewers, "the large mace", 8, weapon, mace, none, 1d10 (average 5), none, magic, damage roll 2 , equipped by the senior mindflayer
Sewers, "the small mace", 8, weapon, mace, none, 2d5 (average 6), none, magic, damage roll 1 , equipped by the junior mindflayer
Sewers, "the small mace", 8, weapon, mace, none, 2d5 (average 6), none, magic, damage roll 1 , equipped by the junior mindflayer
Sewers, "a short sword", 5, weapon, sword, none, 2d4 (average 5), none, none, hit roll 1 , equipped by the ugly wererat
Sewers, "a short sword", 5, weapon, sword, none, 2d4 (average 5), none, none, hit roll 1 , equipped by the ugly wererat
Sewers, "a short sword", 5, weapon, sword, none, 2d4 (average 5), none, none, hit roll 1 , equipped by the ugly wererat
Sewers, "a small stick", 0, light, none, hold, none, none, none, , inventory of the ugly wererat
Sewers, "a short sword", 5, weapon, sword, none, 2d4 (average 5), none, none, hit roll 1 , equipped by the ugly wererat
Sewers, "a pair of muddy boots", 7, armor, none, feet, 3/3/3/0, none, magic, dexterity 1 , equipped by the ugly wererat
Sewers, "a short sword", 5, weapon, sword, none, 2d4 (average 5), none, none, hit roll 1 , equipped by the ugly wererat
Sewers, "a small stick", 0, light, none, hold, none, none, none, , inventory of the ugly wererat
Sewers, "a short sword", 5, weapon, sword, none, 2d4 (average 5), none, none, hit roll 1 , equipped by the ugly wererat
Sewers, "a pair of muddy boots", 7, armor, none, feet, 3/3/3/0, none, magic, dexterity 1 , equipped by the ugly wererat
Sewers, "a short sword", 5, weapon, sword, none, 2d4 (average 5), none, none, hit roll 1 , equipped by the ugly wererat
Sewers, "a short sword", 5, weapon, sword, none, 2d4 (average 5), none, none, hit roll 1 , equipped by the ugly wererat
Sewers, "a small stick", 0, light, none, hold, none, none, none, , inventory of the ugly wererat
Sewers, "a short sword", 5, weapon, sword, none, 2d4 (average 5), none, none, hit roll 1 , equipped by the ugly wererat
Sewers, "a glinting ring of silver", 7, jewelry, none, finger, none, none, magic, armor class -1 hit roll 1 , equipped by the great sewer rat
Sewers, "a red dragon torso", 29, armor, none, torso, 9/9/9/4, none, magic anti-good, dexterity -1 damage roll 2 , equipped by the red dragon
Sewers, "red dragonscale leggings", 29, armor, none, legs, 9/9/9/4, none, magic anti-good, dexterity -1 damage roll 2 , equipped by the red dragon
Sewers, "a pair of red dragon claws", 20, clothing, none, hands, none, none, magic anti-good, damage roll 2 , equipped by the red dragon
Sewers, "a red dragonhelm", 29, armor, none, head, 9/9/9/4, none, magic anti-good, dexterity -1 damage roll 2 wisdom 2 , equipped by the red dragon
Sewers, "the red dragon shield", 35, armor, none, shield, 10/10/10/5, none, magic anti-good, damage roll 2 , equipped by the red dragon
Sewers, "a pair of a red dragon's rear claws", 29, armor, none, feet, 9/9/9/4, none, magic anti-good, damage roll 2 dexterity -1 , equipped by the red dragon
Sewers, "red dragon arm guards", 29, armor, none, arms, 9/9/9/4, none, magic anti-good, damage roll 2 dexterity -1 , equipped by the red dragon
Sewers, "a red dragon claw", 31, weapon, exotic, none, 2d15 (average 16), none, magic, armor class 2 damage roll 5 , equipped by the red dragon
Sewers, "the Red DragonOrb", 21, staff, none, hold, none, none, magic anti-good, intelligence 2 wisdom 2 , equipped by the red dragon
Sewers, "an neon blue potion", 17, potion, none, none, none, none, magic, , in room The Treasury
Sewers, "a strange white skull", 0, armor, none, head, 1/1/1/0, none, magic nodrop, dexterity -4 , in room The lair.
